#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr20	38033468	38033469	NM_001303457	0.001	-	TTI1	15466
chrX	72306987	72306988	NM_004143	0.001	-	CITED1	15467
chr4	145517194	145517195	NR_126371	0.001	-	SMAD1-AS1	15468
chr14	60486046	60486047	NM_174978	0.001	-	C14orf39	15469
chr15	45587122	45587123	NM_012388	0.001	+	BLOC1S6	15470
chr2	70302088	70302089	NM_032822	0.001	-	FAM136A	15471
chr1	247857198	247857199	NM_015431	0.001	+	TRIM58	15472
chr2	73926825	73926826	NM_080918	0.001	+	DGUOK	15473
chr2	73926825	73926826	NM_080916	0.001	+	DGUOK	15474
chr19	53695212	53695213	NR_030191	0.001	+	MIR519B	15475
chr1	247758406	247758407	NM_012353	0.001	-	OR1C1	15476
chr15	45587122	45587123	NR_132355	0.001	+	BLOC1S6	15477
chr15	45587122	45587123	NR_132354	0.001	+	BLOC1S6	15478
chr15	45587122	45587123	NR_132353	0.001	+	BLOC1S6	15479
chr15	45587122	45587123	NR_132352	0.001	+	BLOC1S6	15480
chr1	11664092	11664093	NM_018438	0.001	+	FBXO6	15481
chr6	167826796	167826797	NR_027906	0.001	-	MLLT4-AS1	15482
chr12	3873448	3873449	NM_001286521	0.001	-	PARP11	15483
chr12	3873448	3873449	NM_001286522	0.001	-	PARP11	15484
chr2	868426	868427	NR_033880	0.001	-	LINC01115	15485
chrY	12701230	12701231	NM_004654	0.001	+	USP9Y	15486
chrX	7147859	7147860	NR_039924	0.001	+	MIR4767	15487
chrX	2752051	2752052	NM_175569	0.001	+	XG	15488
chrX	2752051	2752052	NM_001141920	0.001	+	XG	15489
chrX	2752051	2752052	NM_001141919	0.001	+	XG	15490
chr1	112715328	112715329	NM_005167	0.001	-	PPM1J	15491
chr6	167826990	167826991	NM_001207008	0.001	+	MLLT4	15492
chr6	167826990	167826991	NM_001040000	0.001	+	MLLT4	15493
chr2	42169337	42169338	NM_019063	0.001	+	EML4	15494
chr2	42169337	42169338	NM_001145076	0.001	+	EML4	15495
chr5	134226259	134226260	NM_002715	0.001	-	PPP2CA	15496
chr1	58700075	58700076	NM_001085487	0.001	-	MYSM1	15497
chr5	54310573	54310574	NM_019087	0.001	-	ARL15	15498
chr11	73761156	73761157	NM_198896	0.001	-	RAB6A	15499
chr11	73761156	73761157	NM_002869	0.001	-	RAB6A	15500
chr11	73761156	73761157	NM_001243718	0.001	-	RAB6A	15501
chr3	165206959	165206960	NR_125764	0.001	+	LINC01322	15502
chr7	150433653	150433654	NR_034033	0.001	+	LINC00996	15503
chr12	3873448	3873449	NR_104461	0.001	-	PARP11	15504
chr12	3873448	3873449	NM_020367	0.001	-	PARP11	15505
chr15	45587122	45587123	NR_132351	0.001	+	BLOC1S6	15506
chrX	72307187	72307188	NM_001144886	0.001	-	CITED1	15507
chr12	68686859	68686860	NR_038930	0.001	-	LOC100507250	15508
chr8	109540625	109540626	NM_001278938	0.001	+	EBAG9	15509
chr8	138496822	138496823	NM_015912	0.001	-	FAM135B	15510
chr3	122886512	122886513	NR_024618	0.001	+	LOC100129550	15511
chr18	43115692	43115693	NM_002930	0.001	-	RIT2	15512
chr18	43115692	43115693	NM_001272077	0.001	-	RIT2	15513
chr3	195658038	195658039	NR_003265	0.001	+	SDHAP2	15514
chr4	105474070	105474071	NM_176869	0.001	-	PPA2	15515
chr4	105474070	105474071	NM_176867	0.001	-	PPA2	15516
chr4	105474070	105474071	NM_176866	0.001	-	PPA2	15517
chr4	105474070	105474071	NM_006903	0.001	-	PPA2	15518
chr19	57435324	57435325	NM_001023561	0.001	+	ZNF749	15519
chr19	7732171	7732172	NM_198492	0.001	-	CLEC4G	15520
chr4	147684230	147684231	NM_138364	0.001	-	PRMT9	15521
chr4	147684230	147684231	NM_001304458	0.001	-	PRMT9	15522
chr1	100038232	100038233	NM_033055	0.001	+	MFSD14A	15523
chr6	35342557	35342558	NM_177435	0.001	+	PPARD	15524
chr6	35342557	35342558	NM_006238	0.001	+	PPARD	15525
chr6	35342557	35342558	NM_001171820	0.001	+	PPARD	15526
chr6	35342557	35342558	NM_001171819	0.001	+	PPARD	15527
chr6	35342557	35342558	NM_001171818	0.001	+	PPARD	15528
chr7	123601651	123601652	NR_111926	0.001	-	NDUFA5	15529
chr7	123601651	123601652	NM_001291304	0.001	-	NDUFA5	15530
chr6	116038730	116038731	NR_027338	0.001	+	TPI1P3	15531
chr11	117144283	117144284	NM_001184746	0.001	+	PAFAH1B2	15532
chr11	117144283	117144284	NM_001184747	0.001	+	PAFAH1B2	15533
chr11	117144283	117144284	NM_001184748	0.001	+	PAFAH1B2	15534
chr11	117144283	117144284	NM_001309431	0.001	+	PAFAH1B2	15535
chr13	32911652	32911653	NR_047020	0.001	-	LINC00423	15536
chr19	7732171	7732172	NM_001244856	0.001	-	CLEC4G	15537
chr7	123601866	123601867	NM_001290258	0.001	+	ASB15	15538
chr4	6674093	6674094	NR_015433	0.001	+	LOC93622	15539
chr14	58638836	58638837	NR_046095	0.001	+	DACT1	15540
chr15	74725536	74725537	NM_000499	0.001	-	CYP1A1	15541
chr10	73744372	73744373	NM_198597	0.001	+	SEC24C	15542
chr10	73744372	73744373	NM_004922	0.001	+	SEC24C	15543
chr5	179623710	179623711	NM_001257293	0.001	-	HNRNPH1	15544
chr7	127593634	127593635	NM_020369	0.001	+	FSCN3	15545
chr14	71586280	71586281	NM_001284246	0.001	+	SIPA1L1	15546
chr5	179623721	179623722	NM_005520	0.001	-	HNRNPH1	15547
chr3	107377340	107377341	NM_032600	0.001	+	CCDC54	15548
chr6	150599862	150599863	NM_001029884	0.001	+	PLEKHG1	15549
chr2	84459462	84459463	NM_003849	0.001	-	SUCLG1	15550
chr3	13549124	13549125	NM_001998	0.001	+	FBLN2	15551
chr3	13549124	13549125	NM_001004019	0.001	+	FBLN2	15552
chr11	117144283	117144284	NR_110282	0.001	+	PAFAH1B2	15553
chr11	117144283	117144284	NR_110269	0.001	+	PAFAH1B2	15554
chr11	117144283	117144284	NR_110268	0.001	+	PAFAH1B2	15555
chr11	117144283	117144284	NM_002572	0.001	+	PAFAH1B2	15556
chr2	868426	868427	NR_111963	0.001	-	LINC01115	15557
chr15	45587559	45587560	NM_001311255	0.001	+	BLOC1S6	15558
chr14	34982897	34982898	NM_001146282	0.001	+	SRP54	15559
chr2	226835954	226835955	NM_001167608	0.001	+	RHBDD1	15560
chr20	17531369	17531370	NM_001195	0.001	-	BFSP1	15561
chr7	139359845	139359846	NM_016019	0.001	+	LUC7L2	15562
chr7	139359845	139359846	NM_001270643	0.001	+	LUC7L2	15563
chr1	187443627	187443628	NR_132374	0.001	+	LINC01037	15564
chr2	167818671	167818672	NM_020981	0.001	+	B3GALT1	15565
chr1	193186613	193186614	NM_003783	0.001	-	B3GALT2	15566
chr17	63446361	63446362	NM_001915	0.001	-	CYB561	15567
chrX	72305914	72305915	NM_001144887	0.001	-	CITED1	15568
chrX	72305914	72305915	NM_001144885	0.001	-	CITED1	15569
chr2	226835954	226835955	NM_032276	0.001	+	RHBDD1	15570
chr17	74935801	74935802	NM_001272005	0.001	+	OTOP3	15571
chr9	84670376	84670377	NM_001018064	0.001	+	NTRK2	15572
chr6	108751653	108751654	NR_033376	0.001	+	LINC00222	15573
chr8	93740110	93740111	NR_027259	0.001	+	RBM12B-AS1	15574
chr10	38175670	38175671	NR_024524	0.001	+	LOC100129055	15575
chr21	33491483	33491484	NM_017833	0.001	-	DNAJC28	15576
chr9	68302866	68302867	NM_199135	0.001	+	FOXD4L3	15577
chr11	43942555	43942556	NM_001145033	0.001	+	C11orf96	15578
chr20	38926311	38926312	NM_030919	0.001	+	FAM83D	15579
chr16	21349362	21349363	NR_045011	0.001	+	SNX29P1	15580
chrX	7148190	7148191	NM_012080	0.001	-	PUDP	15581
chrX	7148190	7148191	NM_001178136	0.001	-	PUDP	15582
chr2	229922490	229922491	NM_174899	0.001	+	FBXO36	15583
chr2	170770766	170770767	NR_110185	0.001	-	LOC101926913	15584
chr3	48550021	48550022	NR_106881	0.001	-	MIR6823	15585
chr6	89433177	89433178	NM_001242813	0.001	+	ANKRD6	15586
chr12	122225850	122225851	NM_001278304	0.001	-	DIABLO	15587
chr8	81447484	81447485	NM_002677	0.001	-	PMP2	15588
chr1	203795622	203795623	NM_014827	0.001	+	ZC3H11A	15589
chr19	9913705	9913706	NM_001304347	0.001	-	OLFM2	15590
chr17	63446184	63446185	NM_001017916	0.001	-	CYB561	15591
chrX	48521775	48521776	NM_006579	0.001	+	EBP	15592
chr8	17895404	17895405	NM_201553	0.001	-	FGL1	15593
chr21	33491723	33491724	NM_001040192	0.001	-	DNAJC28	15594
chr5	154938216	154938217	NM_001252156	0.001	-	GEMIN5	15595
chr2	113627228	113627229	NM_013412	0.001	+	RABL2A	15596
chr2	113627228	113627229	NM_007082	0.001	+	RABL2A	15597
chr2	113627228	113627229	NM_001306161	0.001	+	RABL2A	15598
chr2	113627228	113627229	NM_001306159	0.001	+	RABL2A	15599
chr2	113627228	113627229	NM_001306158	0.001	+	RABL2A	15600
chr2	170770681	170770682	NR_110644	0.001	+	ERICH2	15601
chr2	170770681	170770682	NM_001290031	0.001	+	ERICH2	15602
chr2	170770681	170770682	NM_001290030	0.001	+	ERICH2	15603
chr2	112482165	112482166	NM_153712	0.001	+	TTL	15604
chr11	8965011	8965012	NM_001286095	0.001	-	TMEM9B	15605
chr10	4656155	4656156	NR_015425	0.001	+	LINC00705	15606
chrX	7148190	7148191	NM_001135565	0.001	-	PUDP	15607
chrX	7148190	7148191	NM_001178135	0.001	-	PUDP	15608
chr6	89433177	89433178	NM_014942	0.001	+	ANKRD6	15609
chr5	134225756	134225757	NR_037434	0.001	+	MIR3661	15610
chr12	113159177	113159178	NR_106956	0.001	-	MIR7106	15611
chr14	34982897	34982898	NM_003136	0.001	+	SRP54	15612
chr1	22643624	22643625	NM_001114101	0.001	+	C1QC	15613
chr8	48620402	48620403	NR_105004	0.001	+	LOC101929217	15614
chr1	42767084	42767085	NM_022356	0.001	-	P3H1	15615
chr1	42767084	42767085	NM_001243246	0.001	-	P3H1	15616
chr1	42767084	42767085	NM_001146289	0.001	-	P3H1	15617
chr17	80101555	80101556	NM_001079804	0.001	+	GAA	15618
chr17	80101555	80101556	NM_001079803	0.001	+	GAA	15619
chr17	80101555	80101556	NM_000152	0.001	+	GAA	15620
chr15	45587559	45587560	NR_132350	0.001	+	BLOC1S6	15621
chr6	89433177	89433178	NM_001242809	0.001	+	ANKRD6	15622
chr1	19665286	19665287	NM_000871	0.001	+	HTR6	15623
chr15	45587559	45587560	NM_001311256	0.001	+	BLOC1S6	15624
chr18	12947983	12947984	NM_031216	0.001	+	SEH1L	15625
chr18	12947983	12947984	NM_001013437	0.001	+	SEH1L	15626
chr17	57608412	57608413	NR_110807	0.001	-	LOC101927539	15627
chr1	248361580	248361581	NM_001004696	0.001	+	OR2T4	15628
chr2	229922009	229922010	NM_004238	0.001	-	TRIP12	15629
chr2	229922009	229922010	NM_001284216	0.001	-	TRIP12	15630
chr2	229922009	229922010	NM_001284214	0.001	-	TRIP12	15631
chr17	74935801	74935802	NM_178233	0.001	+	OTOP3	15632
chr3	136819018	136819019	NM_001097599	0.001	+	SLC35G2	15633
chr19	45641493	45641494	NR_130729	0.001	+	EML2-AS1	15634
chr15	45587559	45587560	NR_132358	0.001	+	BLOC1S6	15635
chr3	136819018	136819019	NM_001097600	0.001	+	SLC35G2	15636
chr1	22643624	22643625	NM_172369	0.001	+	C1QC	15637
chr19	45641493	45641494	NR_130728	0.001	+	EML2-AS1	15638
chr15	45587771	45587772	NR_132359	0.001	+	BLOC1S6	15639
chr15	45587771	45587772	NR_132357	0.001	+	BLOC1S6	15640
chr15	45587771	45587772	NR_132356	0.001	+	BLOC1S6	15641
chr3	133661893	133661894	NM_007027	0.001	-	TOPBP1	15642
chr4	13484365	13484366	NM_004249	0.001	-	RAB28	15643
chr4	13484365	13484366	NM_001159601	0.001	-	RAB28	15644
chr4	13484365	13484366	NM_001017979	0.001	-	RAB28	15645
chr20	23519145	23519146	NR_001279	0.001	+	CST13P	15646
chr1	42767244	42767245	NR_040733	0.001	+	C1orf50	15647
chr1	42767244	42767245	NM_024097	0.001	+	C1orf50	15648
chr10	35079680	35079681	NR_037405	0.001	-	MIR3611	15649
chr6	167827634	167827635	NM_001291964	0.001	+	MLLT4	15650
chr2	85414074	85414075	NM_001256139	0.001	-	CAPG	15651
chrX	2752295	2752296	NR_003254	0.001	+	XGY2	15652
chr11	102705737	102705738	NM_022122	0.001	-	MMP27	15653
chr10	118357107	118357108	NR_108045	0.001	+	LINC00867	15654
chr3	136819018	136819019	NM_025246	0.001	+	SLC35G2	15655
chr8	79610813	79610814	NM_007029	0.001	+	STMN2	15656
chr11	7485368	7485369	NM_198474	0.001	+	OLFML1	15657
chr3	51942304	51942305	NM_001003931	0.001	+	PARP3	15658
chr19	45497055	45497056	NM_005619	0.001	-	RTN2	15659
chr2	224401994	224401995	NM_001122779	0.001	-	FAM124B	15660
chr10	14838159	14838160	NR_103464	0.001	+	HSPA14	15661
chr1	158831377	158831378	NM_002432	0.001	+	MNDA	15662
chr2	69013143	69013144	NM_053034	0.001	+	ANTXR1	15663
chr3	175271096	175271097	NR_046713	0.001	-	NAALADL2-AS2	15664
chr16	1972062	1972063	NM_006453	0.001	+	TBL3	15665
chr22	43151932	43151933	NM_001256531	0.001	+	TSPO	15666
chr3	197950223	197950224	NM_001316311	0.001	+	RPL35A	15667
chr8	102412689	102412690	NM_001282873	0.001	-	UBR5	15668
chr8	85438826	85438827	NM_005181	0.001	+	CA3	15669
chr15	43792376	43792377	NM_001199878	0.001	+	SERF2	15670
chr3	197949925	197949926	NM_001134435	0.001	-	IQCG	15671
chr10	14838159	14838160	NM_016299	0.001	+	HSPA14	15672
chr12	27710772	27710773	NM_001190864	0.001	+	MRPS35	15673
chr10	14838159	14838160	NM_001278205	0.001	+	HSPA14	15674
chr17	6444414	6444415	NM_019013	0.001	+	FAM64A	15675
chr13	60013302	60013303	NR_109839	0.001	+	DIAPH3-AS1	15676
chr1	147517875	147517876	NR_038423	0.001	-	LINC00624	15677
chr2	69013143	69013144	NM_032208	0.001	+	ANTXR1	15678
chr13	60013302	60013303	NR_051994	0.001	+	DIAPH3-AS1	15679
chr16	2106753	2106754	NR_106775	0.001	-	MIR6511B1	15680
chr3	107522935	107522936	NM_001142568	0.001	+	BBX	15681
chr7	143902079	143902080	NM_014719	0.001	-	TCAF1	15682
chr6	167683787	167683788	NR_117092	0.001	-	LOC441178	15683
chr1	248387608	248387609	NM_001005471	0.001	+	OR2T6	15684
chr1	36088851	36088852	NM_017825	0.001	+	ADPRHL2	15685
chr22	32203477	32203478	NM_001098527	0.001	-	RFPL2	15686
chr17	78278492	78278493	NR_073178	0.001	-	LOC100996291	15687
chr6	87095147	87095148	NM_000735	0.001	-	CGA	15688
chr6	87095147	87095148	NM_001252383	0.001	-	CGA	15689
chr8	6406591	6406592	NM_001172575	0.001	+	MCPH1	15690
chr3	127672937	127672938	NR_033429	0.001	+	ABTB1	15691
chr1	204152182	204152183	NM_001297761	0.001	-	ETNK2	15692
chr5	139404087	139404088	NM_194296	0.001	-	SPATA24	15693
chr8	100951332	100951333	NM_001135701	0.001	-	YWHAZ	15694
chr8	100951332	100951333	NM_001135700	0.001	-	YWHAZ	15695
chr3	197950180	197950181	NM_000996	0.001	+	RPL35A	15696
chr14	21287976	21287977	NM_020366	0.001	+	RPGRIP1	15697
chr1	111427777	111427778	NM_002557	0.001	-	OVGP1	15698
chr5	134367074	134367075	NM_016508	0.001	-	CDKL3	15699
chr5	134367074	134367075	NM_001113575	0.001	-	CDKL3	15700
chr17	3592877	3592878	NM_080706	0.001	-	TRPV1	15701
chr22	43151934	43151935	NM_001256530	0.001	+	TSPO	15702
chr6	24666887	24666888	NM_016614	0.001	-	TDP2	15703
chr10	14837984	14837985	NM_001029954	0.001	-	CDNF	15704
chr17	47649837	47649838	NM_002265	0.001	+	KPNB1	15705
chr2	39917633	39917634	NR_038441	0.001	+	SLC8A1-AS1	15706
chrX	50003147	50003148	NR_030241	0.001	+	MIR532	15707
chr15	100919214	100919215	NM_024652	0.001	+	LRRK1	15708
chr12	27710772	27710773	NM_021821	0.001	+	MRPS35	15709
chr6	24667034	24667035	NM_018473	0.001	+	ACOT13	15710
chr4	99950493	99950494	NR_125923	0.001	+	LOC256880	15711
chr6	107459575	107459576	NM_020381	0.001	-	PDSS2	15712
chr14	100881885	100881886	NR_029966	0.001	+	MIR433	15713
chr2	110473075	110473076	NR_027467	0.001	-	LIMS3	15714
chr7	143902185	143902186	NM_001206938	0.001	-	TCAF1	15715
chr15	56465137	56465138	NM_018365	0.001	-	MNS1	15716
chr16	67847458	67847459	NM_025082	0.001	-	CENPT	15717
chr4	2963615	2963616	NM_182982	0.001	+	GRK4	15718
chr5	71587287	71587288	NM_022132	0.001	+	MCCC2	15719
chr1	52033800	52033801	NM_138417	0.001	-	KTI12	15720
chr18	31101587	31101588	NR_110785	0.001	+	DSCAS	15721
chr9	93819356	93819357	NR_036254	0.001	+	MIR4291	15722
chr3	120395729	120395730	NR_029584	0.001	-	MIR198	15723
chr6	24667034	24667035	NM_001160094	0.001	+	ACOT13	15724
chr11	76721789	76721790	NR_024042	0.001	-	GUCY2EP	15725
chr4	2963506	2963507	NM_003703	0.001	-	NOP14	15726
chr4	2963506	2963507	NM_001291979	0.001	-	NOP14	15727
chr14	77271312	77271313	NM_021257	0.001	-	NGB	15728
chr4	2963506	2963507	NM_001291978	0.001	-	NOP14	15729
chr8	7926336	7926337	NM_001193630	0.001	+	ZNF705B	15730
chr5	126600914	126600915	NM_032177	0.001	+	PHAX	15731
chr7	90154374	90154375	NM_012449	0.001	+	STEAP1	15732
chr16	67278156	67278157	NM_001129727	0.001	+	PLEKHG4	15733
chr22	23262766	23262767	NR_033408	0.001	+	FBXW4P1	15734
chrX	50003502	50003503	NR_029708	0.001	+	MIR188	15735
chr10	49609094	49609095	NM_020984	0.001	+	CHAT	15736
chrX	132128020	132128021	NM_001306193	0.001	-	FRMD7	15737
chrX	132128022	132128023	NM_194277	0.001	-	FRMD7	15738
chr17	37244800	37244801	NR_132772	0.001	+	SNORA90	15739
chr14	58395925	58395926	NM_207377	0.001	+	TOMM20L	15740
chr13	60013302	60013303	NR_051993	0.001	+	DIAPH3-AS1	15741
chr1	204152182	204152183	NM_001297762	0.001	-	ETNK2	15742
chr2	69013143	69013144	NM_018153	0.001	+	ANTXR1	15743
chr4	2963615	2963616	NM_001004056	0.001	+	GRK4	15744
chr3	48556923	48556924	NM_004567	0.001	-	PFKFB4	15745
chr3	48556923	48556924	NM_001317138	0.001	-	PFKFB4	15746
chr3	48556923	48556924	NM_001317137	0.001	-	PFKFB4	15747
chr3	48556923	48556924	NM_001317135	0.001	-	PFKFB4	15748
chr3	48556923	48556924	NM_001317134	0.001	-	PFKFB4	15749
chr6	52148922	52148923	NR_029903	0.001	+	MIR133B	15750
chr13	60013209	60013210	NM_030932	0.001	-	DIAPH3	15751
chr13	60013209	60013210	NM_001258370	0.001	-	DIAPH3	15752
chr16	30183409	30183410	NM_007074	0.001	+	CORO1A	15753
chr16	30183409	30183410	NM_001193333	0.001	+	CORO1A	15754
chr7	106112345	106112346	NM_182715	0.001	-	SYPL1	15755
chr6	109008988	109008989	NM_001199934	0.001	-	SESN1	15756
chr8	6960161	6960162	NR_073408	0.001	-	DEFA9P	15757
chr7	133253066	133253067	NM_021807	0.001	+	EXOC4	15758
chr7	133253066	133253067	NM_001037126	0.001	+	EXOC4	15759
chr18	54357916	54357917	NR_110234	0.001	+	C18orf54	15760
chr12	121581015	121581016	NM_032590	0.001	-	KDM2B	15761
chr21	28885373	28885374	NR_047510	0.001	-	N6AMT1	15762
chr22	43151513	43151514	NM_000714	0.001	+	TSPO	15763
chr15	43791841	43791842	NM_001018108	0.001	+	SERF2	15764
chr15	79971301	79971302	NM_004049	0.001	-	BCL2A1	15765
chr2	178194480	178194481	NM_032523	0.001	+	OSBPL6	15766
chr13	93045340	93045341	NR_126360	0.001	+	LINC00363	15767
chr2	110473075	110473076	NM_001205288	0.001	-	LIMS3L	15768
chr2	110473075	110473076	NM_033514	0.001	-	LIMS3	15769
chr1	51878937	51878938	NM_002525	0.001	-	NRDC	15770
chr1	51878937	51878938	NM_001101662	0.001	-	NRDC	15771
chr11	56613502	56613503	NM_001004740	0.001	-	OR5M1	15772
chr22	43151513	43151514	NR_046308	0.001	+	TSPO	15773
chr1	226739175	226739176	NM_002221	0.001	-	ITPKB	15774
chrY	25184773	25184774	NR_002179	0.001	-	TTTY17C	15775
chr2	164687777	164687778	NR_033309	0.001	-	SNORA70F	15776
chr18	31102432	31102433	NM_024422	0.001	-	DSC2	15777
chr14	58634067	58634068	NR_046093	0.001	+	DACT1	15778
chr18	31102432	31102433	NM_004949	0.001	-	DSC2	15779
chr10	89957373	89957374	NR_110655	0.001	-	LINC01375	15780
chr2	177392691	177392692	NR_026966	0.001	-	LOC100130691	15781
chr18	11908797	11908798	NR_040242	0.001	-	MPPE1	15782
chr18	11908797	11908798	NR_040241	0.001	-	MPPE1	15783
chr18	11908797	11908798	NM_023075	0.001	-	MPPE1	15784
chr18	11908797	11908798	NM_001242904	0.001	-	MPPE1	15785
chr7	7182614	7182615	NM_020156	0.001	+	C1GALT1	15786
chr1	209756031	209756032	NR_109871	0.001	+	TRAF3IP3	15787
chr1	47416071	47416072	NM_012186	0.001	+	FOXE3	15788
chr18	32190023	32190024	NM_001308171	0.001	+	MEP1B	15789
chr13	42992271	42992272	NM_001002264	0.001	-	EPSTI1	15790
chr8	100952993	100952994	NM_001135699	0.001	-	YWHAZ	15791
chr11	66052344	66052345	NM_006842	0.001	+	SF3B2	15792
chr2	110473075	110473076	NR_027145	0.001	-	LIMS3-LOC440895	15793
chr6	33899134	33899135	NR_106982	0.001	+	MIR7159	15794
chr3	107522935	107522936	NM_001276286	0.001	+	BBX	15795
chr2	178194480	178194481	NM_001201482	0.001	+	OSBPL6	15796
chr2	178194480	178194481	NM_001201481	0.001	+	OSBPL6	15797
chr2	178194480	178194481	NM_001201480	0.001	+	OSBPL6	15798
chr5	60700166	60700167	NM_018369	0.001	-	DEPDC1B	15799
chr5	60700166	60700167	NM_001145208	0.001	-	DEPDC1B	15800
chr5	132369916	132369917	NR_110997	0.001	-	LOC553103	15801
chr5	80083665	80083666	NR_109930	0.001	-	CTD-2201I18.1	15802
chr1	209756031	209756032	NM_025228	0.001	+	TRAF3IP3	15803
chr4	185018840	185018841	NM_001300782	0.001	+	HELT	15804
chr4	185018840	185018841	NM_001300781	0.001	+	HELT	15805
chr8	73976141	73976142	NR_033334	0.001	+	TMEM70	15806
chr8	73976141	73976142	NM_017866	0.001	+	TMEM70	15807
chr8	73976141	73976142	NM_001040613	0.001	+	TMEM70	15808
chr11	27040961	27040962	NM_003986	0.001	+	BBOX1	15809
chr18	32190023	32190024	NM_005925	0.001	+	MEP1B	15810
chrY	25184773	25184774	NR_002180	0.001	-	TTTY17B	15811
chrY	25184773	25184774	NR_001526	0.001	-	TTTY17A	15812
chr8	6406548	6406549	NR_040040	0.001	-	LOC100287015	15813
chr15	43791975	43791976	NM_001199876	0.001	+	SERF2	15814
chr16	54286466	54286467	NM_024336	0.001	-	IRX3	15815
chr21	46229230	46229231	NR_110567	0.001	+	MCM3AP-AS1	15816
chr10	49762379	49762380	NM_018245	0.001	-	OGDHL	15817
chr2	112978018	112978019	NM_001278568	0.001	+	IL36G	15818
chr2	112978018	112978019	NM_019618	0.001	+	IL36G	15819
chr4	99950355	99950356	NM_002106	0.001	-	H2AFZ	15820
chr18	56638689	56638690	NR_024546	0.001	-	TXNL1	15821
chr18	56638689	56638690	NM_004786	0.001	-	TXNL1	15822
chr15	43791975	43791976	NR_037673	0.001	+	SERF2-C15ORF63	15823
chr15	43791975	43791976	NR_037672	0.001	+	SERF2	15824
chr15	43791975	43791976	NM_001199875	0.001	+	SERF2	15825
chr1	204152182	204152183	NM_018208	0.001	-	ETNK2	15826
chr1	177351585	177351586	NR_126001	0.001	+	LOC102724661	15827
chr4	151099572	151099573	NM_001267699	0.001	+	RPS3A	15828
chr15	79971301	79971302	NM_001114735	0.001	-	BCL2A1	15829
chr4	151099572	151099573	NM_001006	0.001	+	RPS3A	15830
chr18	54357916	54357917	NM_001288980	0.001	+	C18orf54	15831
chr8	6406591	6406592	NM_024596	0.001	+	MCPH1	15832
chr8	6406591	6406592	NM_001172574	0.001	+	MCPH1	15833
chr2	46816667	46816668	NR_034099	0.001	+	LINC01118	15834
chr4	159128894	159128895	NR_037459	0.001	-	MIR3688-1	15835
chr4	102825860	102825861	NM_001300795	0.001	-	UBE2D3	15836
chr12	24902388	24902389	NM_001178094	0.001	-	BCAT1	15837
chrX	71223205	71223206	NM_000166	0.001	+	GJB1	15838
chrY	24485331	24485332	NR_001526	0.001	+	TTTY17A	15839
chrY	24485331	24485332	NR_002179	0.001	+	TTTY17C	15840
chr2	177392742	177392743	NM_003659	0.001	+	AGPS	15841
chr13	84140601	84140602	NR_046871	0.001	+	LINC00333	15842
chr18	11908797	11908798	NR_040243	0.001	-	MPPE1	15843
chr1	204152182	204152183	NM_001297760	0.001	-	ETNK2	15844
chr18	54357916	54357917	NM_001288981	0.001	+	C18orf54	15845
chr2	88538719	88538720	NR_110236	0.001	+	LOC101928371	15846
chr10	49762379	49762380	NM_001143997	0.001	-	OGDHL	15847
chr10	49762379	49762380	NM_001143996	0.001	-	OGDHL	15848
chr17	50867978	50867979	NM_001243877	0.001	-	TOB1	15849
chr1	32292106	32292107	NM_004964	0.001	+	HDAC1	15850
chr6	41637176	41637177	NM_001300804	0.001	+	MDFI	15851
chr3	32951573	32951574	NM_005508	0.001	+	CCR4	15852
chr7	16210485	16210486	NR_038947	0.001	+	ISPD-AS1	15853
chr7	16210485	16210486	NR_038946	0.001	+	ISPD-AS1	15854
